areaServicioDescripcion,observaciones
CLIBA (Higiene Urbana),VECINA QUE RECLAMA PARA RETIRAR  OCHO BOLSAS.
Arbolado Urbano,Vecino reitera el pedido de Recorte de raíces y reparacion de vereda. 
Obras Públicas,perforaron caño de agua...estamos sin agua y tenemos una persona mayor con internación domiciliaria ... necesitamos reparen urgente..No podemos estar sin agua 
Arbolado Urbano,el vecino solicita la extracion de un arbol ceco y que plantemos uno nuevo
Obras Públicas,"hay una bomba de la municipalidad para sacar el agua de las napas que esta rota, la vecina dice que la municipalidad se estaba haciendo cargo pero no encontraban repuesto"
CLIBA (Higiene Urbana),se necesita camion almeja porq es un tronco
CLIBA (Higiene Urbana),RECOLECCIÓN DE ESCOBROS PARA RETIRAR EN LA VÍA PÚBLICA.
CLIBA (Higiene Urbana),RECOLECCIÓN DE TIERRA PARA RETIRAR EN LA VÍA PÚBLICA.
Arbolado Urbano,SE SOLICITA PODA DE ÁRBOL DE MANERA URGENTE YA QUE LA MISMA ESTA MUY ALTA Y TIENE UNA RAMA COLGANDO.
Arbolado Urbano,Vecina reclama que las raíces están levantando la vereda. Se solicita urgente reparación.
CLIBA (Higiene Urbana),"No esta pasando la recoleccion domicilairia sobre Blanco Encalada 1242No paso ni lunes , martes, ni miercoles."
Higiene Urbana,Según vecina - camión de eco residuos no pasa por Los Ceibos al 300 - Ana Moreno - Cel:  11 2409-3333
Arbolado Urbano,"Las ramas bajas del árbol de la vereda están empujando los cables de la bajada de la luz y de internet. Las ramas más altas están apoyadas en el techo de la casa. Los días de viento tengo microcortes del suministro eléctricos debido a que las ramas bajas sacuden el cable de bajada de luz y, también cuando hay viento, las ramas altas golpean el techo de chapa."
Obras Públicas,"Vecino solicita reparacion de calles (baches) sobre Alferez Sobral y Padre Acevedo , Virasoro y Marconi."
Higiene Urbana,Sra Ana Moreno manifiesta que no pasó el camión de eco residuos. 
Arbolado Urbano,"los vecinos están preocupados porque esa frondosidad del árbol es un lugar propicio para esconderse y se vuelve un punto ciego inseguro para el resto de vecinos. se solicita intervención urgente, podarlo, emprolijarlo, ponerlo en condiciones
info gianna 17/2 luminaria, limpieza "
Arbolado Urbano,Vecina expresa que su vereda está rota por las raíces de los árboles y cree que pasaron fibra óptica y al poner al día siguiente las baldosas se hundió todo.
Higiene Urbana,"REFERENTE A EVENTO SGE NUMERO 1.014.912. SIENDO LAS 13:32 HORAS SE ALERTA POR 911 QUE EN LA ARTERIA YATAY 81, DE LA LOCALIDAD DE BOULOGNE, SE ENCUENTRA UN MASCULINO EN SITUACION DE CALLE EN LA PUERTA DE SU FINCA CON LOS PANTALONES BAJOS. SE DESPLAZO INSPECTOR BARRIENTOS JUAN RAMON A CARGO DEL MOVIL DE LA PATRULLA MUNICIPAL NUMERO 282, QUIEN A SU ARRIBO A YATAY 73, INFORMA MASCULINO DESPLAZADO. POR ULTIMO MENCIONA QUE AL ARRIBAR A YATAY 81, REFIERE QUE SE TRATABA DE UNA FEMENINA LA CUAL FUE DESPLAZADA DEL LUGAR PERO DEJO VARIAS DE SUS PERTENENCIAS ALLI POR LO QUE SOLICITA QUE SE REALICE LA LIMPIEZA DEL LUGAR. OPERADOR GURRUCHAGA GONZALO; LEGAJO: 70.704. "
Alumbrado,desde hace 5 dias estan sin luz en toda la cuadra de mexico 800
Obras Públicas,Faltan las rampas para discapacidad en las esquinas de Formosa y Riobamba
Arbolado Urbano,las ramas de los  2 arboles ingresan al abrrio lo cual para ella es peligroso
CLIBA (Higiene Urbana),Poda para levantar de hace varios días en el lugar 
Alumbrado," la luz esta en Carlos Tejedor 909, segun el vecino no figura en mapa de luces"
Obras Públicas,bache en medio de la calle tejedor 180 cuando pasan con los autos se va hundiendo cada ves mas 
Higiene Urbana,"REFERENTE A EVENTO SGE N° 1.014.905: SIENDO LAS 12:58 HORAS, SE COMUNICA SUPERVISOR DE LOS CAMINANTES, FIGUEROA, QUIEN INFORMA QUE EN RECORRIDO POR LA ARTERIA  SEGUNDO FERNANDEZ 256 DE LA LOCALIDAD DE SAN ISIDRO, SE ENTREVISTA CON LA EMPLEADA DE COMERCIO ""DECLER"" DE NOMBRE ZWTZIG, MARCELA CON DOCUMENTO NACIONAL DE IDENTIDAD NUMERO 21.476.021, CON TELEFONO DE CONTACTO 15-5722-6064, QUIEN REFIERE QUE EN LA CUADRA HAY ARBUSTOS DE GRAN ALTURA Y ESTAN DESCUIDADOS, LOS MISMOS SE UBICAN EN EL INGRESO DE SUS NEGOCIOS Y ESTO GENERA ACUMULACION DE BASURA Y DE AGUA Y GENERA INVASION DE MOSQUITOS. INFORMA OPERADORA FAZIO, XIMENA; LEGAJO 71.049."
Alumbrado,"Falta luminaria alta y baja (falta farol, solo esta el soporte)."
Arbolado Urbano,"rama esta seca y rota a punto de caerse
17/2 Extraccion de arce en estado regresivo, junto a poste"
Alumbrado,Le han sacado las lámparas y de noche es muy oscura está esquina
Obras Públicas,"El 7/12 hice el Reclamo N°: 7457044 del cual no obtuve respuesta y tampoco acción de parte de ustedes con respecto a la altura de los cordones que colocaron. Ahora la vereda de Pasionaria se transformó en un estacionamiento!!!! Yo mantengo el pasto y las plantas de esa vereda. Piensan hacer algo???? HAsta donde tengo entendido está prohibido estacionar en las veredas! Ya hice el reclamo a tránsito, pero ustedes deben poner el cordón a la altura correspondiente!"
Alumbrado,brasito apagado
CLIBA (Higiene Urbana),retiro de sillón. delegación Martínez
Alumbrado,se quemó y el poste está un poco inclinado
Alumbrado,superior apagada. y todas las luminarias de abajo del túnel lado Del patido de San Martin y del lado de Boulogne.
Alumbrado,Vecino reclama luz totalmente apagada
Alumbrado,siguen apagadas
Arbolado Urbano,Vereda de la via en Manzone. Ya fue reportado anteriormente sin resultado
CLIBA (Higiene Urbana),dos bolsas de escombros
CLIBA (Higiene Urbana),Mientras los barrenderos trasladan hojitas por el cordón de la vereda no hay quien limpie alrededor de los contenedores de basura. 
Arbolado Urbano,"El árbol o el palo de la luz crujen fuertemente, enfrente de la dirección marcada por la foto sobre Av. del Libertador.
Por favor acercarse a ver, ambos están bastante deteriorados."
Alumbrado,se ha retirado la luz inferior de la luminaria y los cables están expuestos
Arbolado Urbano,"Reenvío  solicitud de retiro de rama rota, sobre loscables de Electricidad .Belgrano 456 llegando a  Av. 25 de Mayo
INFORME ING. SENCIO 4/2/25: RAMAS QUEBRADAS"
Arbolado Urbano,"Se le esta hundiendo la vereda, son 6 baldosas."
Alumbrado,falta farola hacia la vereda
Alumbrado,tambien despeje ramas de noche no alumbra tema inseguridad muchas gracias
CLIBA (Higiene Urbana),contenedor Lleno más basural
CLIBA (Higiene Urbana),"Ya reclamé en tres oportunidades por telefono 4512 3300 para que vinieran a recoger la poda de una palmera qué se derrumbó y esta ocupando parte de la calle. No han pasado en más de 10 días!!!!!!Hilario Lagos 739, entre Carlos Tejedor y Santa Rita Boulogne 
Dra Maria Cristina Bertola 115 158 6033 "
Alumbrado,luminaria apagada hace 4 5 dias.
Higiene Urbana,faltante ruedas
Arbolado Urbano,"Árbol inclinado  sobre  columna de alumbrado con rama partida enganchada en columna
Es un paraíso  seco y podrido de gran porte que reporta serio peligro a transeúntes  y automotores que circulan por la zona cercana a la plaza municipal "
Alumbrado,LÁMPARA BAJA.LAMPARA ALTA APAGADA
Alumbrado,"una luminaria no anda , es una boca del lobo"
Alumbrado,No enciende ni el bracito de vereda ni el farol que alumbra a la calle.
CLIBA (Higiene Urbana),"se mudo a una casa nueva que no estaba del todo vacia , maderas y cosas que no entran en el contenedor y solicita que la recojan "
CLIBA (Higiene Urbana),"REFERENTE A EVENTO SGE NUMERO 1.015.277. SIENDO LAS 16:14 HORAS SE COMUNICA VECINO FABIAN CON NUMERO DE CONTACTO 15-2850-5757 INFORMANDO QUE EN LA PLAZOLETA FRENTISTA AL COMPLEJO HABITACIONAL ""ARBORIS"" UBICADO EN LA ARTERIA AMERICA 865, DE LA LOCALIDAD DE SAN ISIDRO, EN HORARIO NOCTURNO SE HACEN PRESENTES 2 MASCULINOS JOVENES POSIBLEMENTE EN SITUACION DE CALLE. SE DESPLAZO INSPECTOR GOMEZ GASTON HUMBERTO A CARGO DEL MOVIL DE LA PATRULLA MUNICIPAL NUMERO 402, QUIEN A SU ARRIBO INFORMA MASCULINOS CURSADOS SIN NOVEDAD Y FUERON DESPLAZADOS POR LO QUE SOLICITA QUE SE REALICE LA LIMPIEZA DEL LUGAR YA QUE HABRIAN DEJADO PERTENECIAS Y RESIDUOS VARIOS. SE ADJUNTAN FOTOGRAFIAS. OPERADOR GURRUCHAGA GONZALO; LEGAJO: 70.704."
Alumbrado,"una luminaria apagada completamente, y esta todo oscuro"
Higiene Urbana,"esto es culpa de los vecinos "" denunciados"" que inundan las calles con vuelco de efluentes y el barrido no puede realizarse. hay que soportar esta mugre todos los días!!!!!"
Higiene Urbana,"la vecina solicita un contenedor nuevo de los negros porque el camion lo rompio todo , hay olor, moscas etc"
Alumbrado,Luz intermitente/apagada
Alumbrado,no hay iluminación de noche 
Alumbrado,dos luminarias qu no andan
Alumbrado,Frente a Tribu tres postes con luminarias apagadas 
Alumbrado,son 6 seguidas sobre la vereda del arsenal
Obras Públicas,"Circulando por Rivadavia y al llegar a Martín y Omar, la bocacalle tiene un hundimiento alrededor de la boca de tormenta, que si bien a simple vista no se nota demasiado, produce que gran cantidad de autos golpeen en la zona delantera inferior."
Higiene Urbana,se llevaron el contenedor negro y nunca lo repusieron
CLIBA (Higiene Urbana),"SEGUN REGISTRO SGE 1015511, SIENDO LAS 09:28 HORAS, SUPERVISOR NUÑEZ MARIANO DE LA PATRULLA MUNICIPAL, EN RECORRIDA POR LAS ARTERIAS SARRATEA Y MAESTRA VICENTA RAVELLO, DE LA LOCALIDAD DE BOULOGNE, OBSERVO UN CANINO FALLECIDO, SOLICITA QUE LO RETIREN. SE ADJUNTA FOTOGRAFÍA. INFORMA: OPERADORA KIMMEL NATASHA, LEGAJO: 70.797."
Higiene Urbana,Sigue a reclamo 7758494. Falta de barrido. 
CLIBA (Higiene Urbana),"Al lado del contenedor hay restos de poda y 4 sillas que no se usan mas, hace 3 dias que esta y no lo sacan."
CLIBA (Higiene Urbana),Por favor retirar acumulación de restos de arbol acumulados sobre el cordón. 
Arbolado Urbano,los arboles levantan las veredas
Alumbrado,2 luminarias rotas
Alumbrado,rompieron 4 luminarias
Arbolado Urbano,"vecino me cuenta que las ramas chocan a su micro herramienta de trabajo
17/2 Rama quebrada ; Balanceo de copa y eliminacion interferencia en la  propiedad "
Higiene Urbana,Se solicita un nuevo contenedor ya que el que se encontraba en esa esquina desapareció. Desconozco la causa de su desaparición pero los vecinos dejaron un cartel en el que hacen referencia a que se robaron el anterior contenedor. Gracias!
Obras Públicas,rampa cordón y vereda deteriorada
Obras Públicas,reparación de calle cordón y rampas
CLIBA (Higiene Urbana),"REFERENTE A EVENTO SGE NUMERO 1.015.587. SIENDO LAS 14:59 HORAS INSPECTOR CAUDA MARCELO MIGUEL A CARGO DEL MOVIL DE LA PATRULLA MUNICIPAL NUMERO 386 EN RECORRIDO POR LAS ARTERIAS JUNIN Y LAINEZ, DE LA LOCALIDAD DE BOULOGNE, REFIERE QUE HAY GRAN CANTIDAD DE ACUMULACION DE RESIDUOS EN EL LUGAR. SE ADJUNTA FOTOGRAFIA. OPERADOR GURRUCHAGA GONZALO; LEGAJO: 70.704."
Obras Públicas,"rampas rotas, destruidas ,resbaladizas"
Obras Públicas,"cordón roto, deteriorado."
Obras Públicas,rampa de discapacitados sin hacer
Higiene Urbana,acumulación de agua en esquinas
CLIBA (Higiene Urbana),Esta basura fue arrojado por el taller mecanico ubicado en posadas dpr racing (posadas 1426)
Arbolado Urbano,"Además de que tapan la luminaria, los días se escucha ruidos como si se estaría por caer"
Higiene Urbana,un contenedor se esta quemando
Higiene Urbana,"El contenedor ya no tiene tapa y esta todo roto, el olor es insoportable mas ahora que hace mucho calor. Esta ubicado en Catamarca y Beltran."
Higiene Urbana,"REFERENTE A EVENTO SGE NUMERO 1.015.625. SIENDO LAS 17:39 HORAS SE ALERTO POR 911 QUE EN LAS ARTERIAS SANTIAGO DEL ESTERO Y GARCIA MEROU, DE LA LOCALIDAD DE MARTINEZ, SE ESTARIA INCENDIANDO UN CONTENEDOR DE BASURA. SE DESPLAZO INSPECTOR GONZALEZ LANKENS SEBASTIAN MARIA A CARGO DEL MOVIL DE LA PATRULLA MUNICIPAL NUMERO 502 QUIEN A SU ARRIBO A VELEZ SARSFIELD 2996 INFORMA POSITIVO, SE TRATA DE UN CONTENEDOR PLASTICO NUMERO 921 PARA RESIDUOS DE COLOR AMARILLO INCENDIANDOSE, EL CUAL FUE EXTINGUIDO POR EL AUTOBOMBA NUMERO 43 A CARGO DEL AYUDANTE PRINCIPAL IBAÑEZ. SE ADJUNTAN FOTOGRAFIAS. OPERADOR GURRUCHAGA GONZALO; LEGAJO: 70.704."
CLIBA (Higiene Urbana),todos los días rompen la basura y junto olor y roedores . tengan a bien que esto lo limpie el barrendero o alguien que trabaje en estás cosas.
Arbolado Urbano,"Hola, desde el día 09-01-2025 mande este reporte donde se ve claramente lo seco e inclinado que esta el árbol. Solicito por favor si pueden venir a sacarlo que esta a punto de caerse, y es un peligro para cualquiera que pase por ahí, ya que lo esta sosteniendo ese fierro de color amarillo, sino ya se hubiese caído. Por favor les pido que al menos respondan a mi reporte, reclamo; y si es posible que se plante otro árbol como lo hicieron con los demás vecinos. Gracias!! "
Alumbrado,sigue y sigue apagada...
Obras Públicas,"27/01
por favor solicito respuesta. 5 reclamos por éste medio, más las llamadas telefónicas y las veces que me acerqué a la delegación ( dónde no saben que respuesta darme) . Es para una persona discapacitada que no puede salir de su casa porque la vereda está muy rota y solo se maneja en silla de ruedas. Van a ser DOS AÑOS de este pedido en trámite. Por favor espero respuesta "
CLIBA (Higiene Urbana),Vecino solicita limpieza por bolsas rotas de basura que rompe la gente y estan tiradas. Bernardo de Yrigoyen 1725.
Alumbrado,Luminaria totalmente apgada despues que unas ramas cortaron los cables y doblaron el farol. 
Higiene Urbana,"La vecina indica que se llevaron el contenedor verde en la esquina de Maestro Santana y Neyer, solicita reposición del mismo debido a que esto genera mucha basura en la calle"
Arbolado Urbano,La vecina pide extraccion de un arbol hueco (paraiso) frente a su domicilio
CLIBA (Higiene Urbana),VECINA IMNFORMA QUE TIENE UN BOLSON DE ESCOMBROS PARA RETIRAR EN LA PUERTA DE SU DOMICILIO
CLIBA (Higiene Urbana),"Vecino, solicita retiro de escombros. Gracias. "
Arbolado Urbano,"Las raíces del árbol rompen mi propiedad 
INFORME ING. SENCIO 4/2/25: recorte dce raiz superficial con raleo y balanceo de limpieza previa. reparacion de vereda, Vereda completa de hormigón. 24 mts"
Alumbrado,El vecino reclama nnuevamente toda la cuadra sin lis desde Av Santa Fé hasta Albarellos
Alumbrado,"apagada completa, toda la cuadra. "
Higiene Urbana,"Guayaquil entre Bogado y Gorriti (en la base de Higiene urbana), pasto alto, vecinos reclaman. Se adjunta foto."
Obras Públicas,"La vecina Estela Soria solicita el arreglo de las rampas ubicadas en Los Paraísos al 1800. Nos informa que las bajadas de discapacitados de las cuatro esquinas de los Paraísos al 1800 y su bajada  fueron destruidas por una máquina vial utilizada en esa obra realizada en 2023, la cual denunció en el momento y reiteradamente, bajada que yo realizo correctamente pensando en sus vecinos y que ahora casi no la pueden usar. También nos comenta a una sra. mayor camino más de 10 mts hasta la bajada de vehículos por no animarse pasar por esa bajada.  "
Alumbrado,la luz de arriba titila
Arbolado Urbano,los arboles tapan luminarias en la plaza
Alumbrado,Está la luz quemada hace más de 1 mes...
Obras Públicas,la vecina de blas parera 87 pide que terminen de hacer el pavimento poque no puede hacer uso de su garage 
Alumbrado,"liberación de luminaria,  en este momento el brazo se encuentra vandalizado."
Higiene Urbana,"Las composteras, en muchos casos instaladas por los vecinos, son foco de atracción por los residuos vertidos en ellas
La cercanía con las vías agrava el tema"
Higiene Urbana,"Las composteras, en muchos casos instaladas por los vecinos, son foco de atracción por los residuos vertidos en ellas
La cercanía con las vías agrava el cuadro"
Arbolado Urbano,Aduce que las ramas dan sobre el techo
Higiene Urbana,falta de barrido. los montículos fueron juntados por los vecinos
Arbolado Urbano,"pide que le saquen el árbol, estaba caído sobre cables, fueron a sacarle la copa pero no sacaron el tronco."
